,name,price,review_cnt,link
199,22년 햇 고구마 꿀고구마 베니하루카 해남 고구마,"8,100원","2,918",https://cr.shopping.naver.com/adcr.nhn?x=P5o4%2FmXG07LSoqb%2FAo1Ihf%2F%2F%2Fw%3D%3DsRba9RNwZcIqXxrzpzFi%2BnXz5oARhy3pdpKNxbGV5iOaL00Wmf%2Bc%2FkOFzXHXxNt3OX04AL%2Fd5pgRta0ZFdv1KoJ4aT6UhKYIrJ%2B6xqHqSgyLhM%2BMmVrg7P8NPPJaARrxEyt0CFW0SnK5kxGvctXjxkkS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOWCGBNrYuz3X81Wk%2BPDJwF5dspwlQK6K894hEccU8rrpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKSM0V5pPp92FwSV%2B5ndEQ8n%2Fww%2FUsB9efxXWuuWDHrQ%2FV36ogsAbT2GMBHUreotiQGeVbKzqIQAXMF8rgjw84%2Fl0bhCtFms%2FD1XjxSzE2q00iyCuIQ9ur8hMfvWl3BXuL6Y%2B0P%2F2rlS6LV5j6G6rTRKYbYBbjFbyoIVt0Nk4Mfl%2B3ZerXdtVIlgLJ0iTWlEIne%2FteXacUTXoDlrHzyzZFlA88mSI1Z%2Ba7n2I27hpK%2FHfW3%2B%2FP8FFfyFK1JSiIoKVEjFw51kkjOOw1K9zwMTTk6c5N9W9vbIdAhND1Pp4iKIBiGiKT%2FC7Ji%2FlRBOrci0Cy%2FZ3y4piBjmgqS%2BC6U8QhItB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=83644520553&catId=50002214
200,영암 세척 꿀 고구마 5kg 베니하루카,"15,900원","2,908",https://cr.shopping.naver.com/adcr.nhn?x=xZUcAo%2BMno1jy4SPZ4dJof%2F%2F%2Fw%3D%3Ds7Co%2BrPMgbsNJsfqMSKlIPyXOUlRV2Fi3XikiEINYzT2L00Wmf%2Bc%2FkOFzXHXxNt3ObrYGNV4sZaAqHUK972yS7W8DgfZoxE8kOe%2Bj9ZJphm8daU7xsXxi1ha5TJ1O1Dhk3MtBAHyvgxY7byqX5%2Bc4tUS%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOpDSEv%2Fn4EZ65%2BMT0bajcD5dspwlQK6K894hEccU8rrpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKbjwwTFMju5H4eewIMSv6Oz7y8F%2FjKUhDTgbc1EElO2%2FMVMhB95kr9tqBhrcVhp3rzmgkDCGDqREIXyhGeQLtefp9vlvSQWKZ9MXV%2Bw%2FmefF7Yl97tHcDZU%2B%2BcTeYrq%2B8h2fuGjjUvc1kU7Ixa%2FT8ZTTH5JBHwO6%2FPRHCPUsPuqrm9cdXLUaZmShc1CN5CLGSGKn1Kt3xaJrD9ifmdFFDHXc77QUBkD7UDbdAdiGO9vZoIxe4jWj3SoJnTpK2kW%2F5%2Fwgt1ktyjZic7AhquqS1yD7Fl9MJQVZnVsq3fBYcW2DOhyWUIIyPFUpWztUfPMydg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=80566860457&catId=50002214
201,영암 세척 꿀 고구마 5kg 베니하루카,"15,900원","2,908",https://cr.shopping.naver.com/adcr.nhn?x=CRx0oTnb%2Bks8AEUhsCZi3f%2F%2F%2Fw%3D%3DsDbF0bSiKjeHjyPNi9BdQSELh7%2FMkCLPOPXqTsJ263ZfrmbZKMw7CgD%2FASNNyGHGf9N4Dal8PUnxIlbHa1ylppu2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEALZnEI%2FAjpbokUIHJNzhut2vqR2unsG9Pw6XBns%2FftjJGNMg26%2F%2B4Y8kgsfd5XyPZ76q%2Fr2vcPhi9G7SPEv7O0pwJUI9wR%2Fnu2TMCkewxwCLffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeP0omTChJVCduQ8hFdb8tcfRyqtAJd9mpve2VeToKwaQMVMhB95kr9tqBhrcVhp3r%2BvCaqMyLYBnr4cOoGkwwsSQfDkjFEWiVSiLu8z9msdd7Yl97tHcDZU%2B%2BcTeYrq%2B8h2fuGjjUvc1kU7Ixa%2FT8ZTTH5JBHwO6%2FPRHCPUsPuqrm9cdXLUaZmShc1CN5CLGSKGasmn8Y4L1%2F3hkxShaDJDc77QUBkD7UDbdAdiGO9vZdxcls8IvUjxm%2BwypdDIo3bfkjdHu0iuzT4atYYeXQT%2BQH0RSEMlzC9BpsA4YKtWDOhyWUIIyPFUpWztUfPMydg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=80655657143&catId=50002214
202,영암 친환경 꿀고구마 (1.5KG/박스),"7,990원","2,900",https://cr.shopping.naver.com/adcr.nhn?x=bN%2BI5ChvIRlYGvgF6nx80v%2F%2F%2Fw%3D%3DsJcmQmGgetGaCM2kHJAwbyYVnkPC7M5OUSLK7QmeyliaL00Wmf%2Bc%2FkOFzXHXxNt3OL4g3VUJM0OOBin42iFEhq28DgfZoxE8kOe%2Bj9ZJphm8daU7xsXxi1ha5TJ1O1Dhk3MtBAHyvgxY7byqX5%2Bc4tUuRuCra0V6kWdISE25kd8GlltvgFp0Nv0eXBtbb%2FzO6J5c1fGoqcJwAl5zQfgL7wx4iARvaWtoKd5%2FnxfEK4hu6kDv7ZWe7CPOd6lxcbFEObynxoBdZv2ocKjTHzk7ENbdEBDWBVw0RlzrN2KxzOREkx63w5Tb7Pcz2gZr1HMMsFVJxewzVNiXcnTBNajjntauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJg7q6wtq%2BR8TZAxaZrUVLc4LChMG%2BOw%2BvJo6eZwWKrICSeekGqX3qbo28o%2FFTj%2FpcQPo7v4s65BzAXuimibQ77hP1m1%2BZwMCtASdsf62YDsrqaJF9vYPVWOD%2BBDkH0dUeVQ0MN%2BieomhfUck53OSYBEEXxwudt2vFmMUEA5nKxo9O6GzwrqRtpr3Cco3KCBDuI%2Fe4nv6YTmUCjL8nLbsRRFj3CeR3wSTdymWJJQcyQ6%2FCkd2CpQ%2FahgJeoF%2FR72TuAFQF0VqdR2pO7wIIbMAmekw2hVd2D5Z5rggpMB0y%2FVQDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=34576073499&catId=50002214
203,영암 친환경 꿀고구마 (1.5KG/박스),"7,990원","2,900",https://cr.shopping.naver.com/adcr.nhn?x=Mnh9zPeY%2FUhNV%2FbPH0VDTf%2F%2F%2Fw%3D%3DseL02YilEk0aL0CrW8DjAMjGtfnlJsHZt0oQZ1be1%2F6aL00Wmf%2Bc%2FkOFzXHXxNt3OffROqUYulzUNN9xLG78fSW8DgfZoxE8kOe%2Bj9ZJphm8daU7xsXxi1ha5TJ1O1Dhk3MtBAHyvgxY7byqX5%2Bc4td02U1DD%2BZOIutf8c%2B31nhU67VKmKQ3zCwMVsiJqk5ifxdFqhIwjk7uHokDYUgZKda0jIDgrYSXoByVaifsVR3kPFAmv1qTnuWAzftvqtoW8SCIPrkDu0IrKQRwaPPjqhob3p%2FDDTU66kgrlwDRb3Qa9c%2BGnVyV1JFIrOvSwVKMsipU586CVBz4A2CjvNL5GF2KFBRk6xN22SElkAFgKVWk%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSeo%2BiS6axJrqjosrqVw0CjwWoxlN4xMYTSsHoIy1uEoVcIt0GDtNHhtP8RXIEn1P8sVCnqz6iu0%2BQ%2Bv0WDIXT1CgxWP2LQ2S6gbuZoxDuRiroWqzDKaKSSW88ug8W8AzjA69JPkLJMlVIXa7Ui3eR%2BiGL7aDq2h%2F3klS2u1JFSTwrGojg9He8MDMG6RYU4gbS53AIdTrsqgRVs8FicMFTQLXTn%2BIvcxawVxNuePP9ktetrsPUkcJxoGI0iFy7Jl4qmND%2BizfBzjn2LtOyvbfdQejsx24pBvjOojr%2FTHe6%2Fcw2HRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=34576126299&catId=50002214
204,해남 호박고구마 1.5kg,"10,900원","2,895",https://cr.shopping.naver.com/adcr.nhn?x=j50YHnGYz0nK5cEmSLyuNf%2F%2F%2Fw%3D%3Ds8v2BTvrsHU7DuCbCJnf3Np%2BEKKQKJ%2Fph8q%2BVyHGsA8jrmbZKMw7CgD%2FASNNyGHGfLW0Z%2Bzl%2BloPqOJa4j9vvNu2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAn%2Bb4yn6LshbMvmDVQ2AQO%2FK2HZ11XuY2scu6piMcrthKJD%2BAa872MxbyOSHsPyx9AbugIhxXoErraWCwRAtLSeeRt2cF3lNbKVNwIRgj8Nljg02FgtoAHKrIxBRgrX8RewO91dSY0G84%2Bqs6MjRxvTS2wFGfTr0Bn9p7fen%2B7RrBz7%2BORHa%2BX777%2F5U82WuFNyUHN%2Bebwxe85nY5k4DqdmjHjyBG2GfMaJ2MBVaBZf%2FuJhnCzOeaURUgbE5yZgMoua4DhV%2BedreVBLQm6IELYg54gaAOvkQgRdwa3jvGJznf4uCGf7Cdl%2B6XRNKgTZ2O3HTumqTC4UvcPdpkeu4je92jL5aWEDEmKRqgyFBncqAswC2m4SjgUtoFtwW%2B%2Fpe6S%2BQphlp6OU%2BA4KYkCleE2emQKoTk2yQy54VJ7HQX6jsNjgwq6prsMYQc73OZ5FlbOlWJKcFy6JgVehvzQe3GwctVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=35242737279&catId=50002214
205,진품인증 받은 해남고구마 1박스 꿀고구마 10kg 특상(120g~300g),"31,700원","2,882",https://cr.shopping.naver.com/adcr.nhn?x=LJMVkVYiD6d98j52b3LUjf%2F%2F%2Fw%3D%3DsRvsD%2Ftq0eiaH0BoFRjX9astIxSOblV5%2FDPzNQlt%2Fs43rmbZKMw7CgD%2FASNNyGHGfQIVcNF%2Fokc6ib8zV9uYo4O2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEA6nGvSQF3nMfT29UFRe2%2Fnm6IdemuhMaRXNFs4t7grWz%2BdsI0oBV0GFufH9Q6MaoxmlEkvtNaEuhny9gLY20VvZmHSuXGnau4QNtY73ST3XPr%2FPAUkVQmk8xs4FXLNvRETPB0mk07UlH%2BahinJyjISQ4XJr8U2tYhA8ucAuUxZddMBnw8C4rDukZklc1v39JFHizLsI4MK6ywUGOOJSct1PziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyU8xqQaXGEWZr%2BRc4KZPeAJfij3s1nbbjJKUwnqP1r1b5%2FlLnJwMa7Bt8R2%2FUDqQrCbFMui45ZmSuFrZHN3XENrZVDmOzYDdIxwDsdyaVhOpdI0BtGGazdm7vsF6fD7HwTK4bKXKgmJu7hKQtdYwndkdPDa62BASwB3%2FWEOk1RrMJIswArnFJk8Sgd%2BICX4WkEhH9gqm59U%2FO%2BJPMyCDicnEXDbT%2B4eNW959WT1RYn8eQhZ3u65rXniNfj1bJ9pgYKwpHjqV8XTfHQZ%2BiZ1uJc3cKR3YKlD9qGAl6gX9HvZO6gm5jz2m9zM5QIjsjyUkAViyonhy%2B1tSEcjbIz9OaciQN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=36591106210&catId=50002214
206,여주 밤고구마 2kg 3kg 5kg (옵션선택) / 2022년 햇고구마 퍽퍽한고구마,"17,000원","2,868",https://cr.shopping.naver.com/adcr.nhn?x=7hxuB6ZN7kE6kX4%2FCdvjOP%2F%2F%2Fw%3D%3Ds2cpPY%2Fsy1e3Rv7uHdbSTFinY%2BvE828on5BEQwnFjdiPrmbZKMw7CgD%2FASNNyGHGfTfZX3%2FNvYhnuoUsVSjbWV%2B2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAyyPdSOoFBLYsm43rWgUzpMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NbjHFEZNAfSQkw5EwXWIWWtCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqp%2BlzY1I5XWdGPna0yct2x2T82mNHF93X7Ad4CtuB1zMJjoIw4cB9IIbrIIjBmPNcuX9qFCGSynDkzlyA8aZiC3N81WjUpxJVJrN5mDsz4Bp4r2KeGCi2Xu9TKchVh%2BqZJn92zh%2FdHSdVm51t9%2F5wcrh0oX99kdSPE%2BapTRxRQp%2FFcAi5KVIPyurx8fe4n8fOaFgl6EcxBvPbO%2BtdwCkZQUJX558NUApaJ6pIytWm9IauXW%2Bq8aeJe5lPK1IuIBdkFrq2nhxj3vXmL%2BjtxYach49XM9OvGyUcg%2BzMP9Vh77%2BJIpUv4pF37qgQmG4dtPc2Fg%2BQw16Bhh4iWjmAZM68qxPnZKZnOtHNrg%2FI0GDIMrkhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=81606669496&catId=50002214
207,[품질보장] 해남 조영래 햇 꿀고구마 (대) 3kg / 무농약 세척 큐어링 완료 / 베니하루까 고급 품종,"12,900원","2,859",https://cr.shopping.naver.com/adcr.nhn?x=nJ5%2BKVuuay%2FYNwFeH0klCv%2F%2F%2Fw%3D%3DsWH4rOdNXD9uWegiOC29bCj3AlwlaWHMYOujoH%2FfdbZzrmbZKMw7CgD%2FASNNyGHGf%2B5WCVH3MVo%2FgFXNRE%2FerV%2B2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAn%2Bb4yn6LshbMvmDVQ2AQO1VYZ5bt8C2qIgIK%2BKcb50OQ5Hn22Pw%2FjgdMbqt66tJcJ0jYVH6Yd%2B%2BgyxHsXWcL6EE%2BOFyAG8AH6kBREc%2FBXzxPkoMHZf%2BlFTdoL%2Fq%2BvITscgdU8uilT2Z9e2WWfawczKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI831wrIwmFFLf2jbwtYLru5yFzXmGyzuQu6C8p04l%2FtvaJ%2F4jGkPZHS2h8tnYt5%2BYopnR4RaLe%2FXi4G8zgS%2FQZoCaenMQDRxe7Hswo0hUmuXGXYhiZwNw2ruRwIpMtOI9r1erb354CE7%2BChTAuqbkY%2Be3o2s%2F7xg3CANGyGWuPLe0XOihCNMl7pHU7A5SK%2FSmoa7C7cH6lo15cSMqIbp6PZrLTAFZOXGGTYMVrkQudmEeoZFuLxEuLRwmgaZ5DB1gTNYauQiHYKBUYOwRcTLR4MJJ0ddnpmpKQ6kXhC%2BT3rp5178nqgDENSZxzJsqyZTan4%2BBEYLCiUIZWBPDwehd2IOmQKoTk2yQy54VJ7HQX6jvByNoVYDrIIsd65SEt%2FWHJ34zmMpmyw%2BiRB46sgyQFistVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=29507713836&catId=50002214
208,22년 해남 세척 꿀고구마 베니하루카 3kg 5kg,"13,900원","2,831",https://cr.shopping.naver.com/adcr.nhn?x=AlI9YEvLIRgBW7TR4yc01v%2F%2F%2Fw%3D%3DsvPt7eUuxQWHu%2FeM0JPYtL3EDvwlu9OkXuflGcuCsA7DrmbZKMw7CgD%2FASNNyGHGf1miRh2N0Za6R%2FBIHz8%2FKOu2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAyyPdSOoFBLYsm43rWgUzpMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N%2BVSVebbA6lpmBBAI3uGtsNCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqgDKpwwh%2FOpj1Nq39cMMLqHM4V8m7X7DpUD6Cw8UiyzmJjoIw4cB9IIbrIIjBmPNcjx9Pnzeo81a%2B7KzK61%2Fb2vN81WjUpxJVJrN5mDsz4BpGp6MIPWR5AAU6TBMJaHyRK11iLj%2Bs8C4braWKAUidmQ7TUrP3OodewGDwgUuopE7GoXPnZ9%2BpHaLEMXViIoV9AzNxDj0SouFBFeoxbQhMCj7bQPAY29BmqgMnj7BnMsAD%2B1GzYyCQAVsDO6ulMSblvEQ1gx6GSPr7KG1NlVtVz%2F5mYpPIcHXZoKmbMc2BvSU7Hl4dGyyqInphN5Rb5vkLYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=81069972041&catId=50002214
209,조은해남 조은해남 꿀고구마 특상 5kg,"16,650원","2,812",https://cr.shopping.naver.com/adcr.nhn?x=kEWY%2BxP0yuXdU48qlKn3Y%2F%2F%2F%2Fw%3D%3Dst1XUxcspTIbRkr8HHTf0qVzc5JIMDfcIwb2FVYOQWd7rmbZKMw7CgD%2FASNNyGHGfPKSq6FoNHwcnMQv32AKW6%2B2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAw8Q3p5H58ILlg%2BifVjigfaTpxbfoHADdec3ikk1uWQJ0tcNCFPkWS7FzyCZSjkIJXi844cWDsj2MA6Ptf%2Fi5nLp58bXuNRI5kzWqvyN4jk4yoUZqtECfawESP%2BF2hrT4pOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXS1ES6jXtDHzM8yqHgn1Un2hqQvwmR%2FqlT0jQuNbOPrwvt8JQxrR5K4ePm0pv8cMb9CiZ2pqqhlSw%2B8o3QnD%2FdwCwCYGpk8LaeWPo4A4dHXt5%2BGLJJ9ZEgyvLl5DWDJSujRlCPIGelEfGnvtZstykXpDdqenBVRu9u5JLbPsKiULJikO%2FzL73w4o7%2B3JsAsR1pHbJxyuwhxm8CRCbcSItiDdH0g2z1mnGI56RXn%2BRsxcbvgYY0LhRWS1s1PoKqBnNbqrL28ml95JDtOOWcP0aJ7b1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=12054200982&catId=50002214
210,전남 해남 세척 햇 꿀고구마 상중 5kg 베니하루카 무농약 고구마,"19,970원","2,808",https://cr.shopping.naver.com/adcr.nhn?x=XH2IPPMQAOGUMo3Z0xXTQP%2F%2F%2Fw%3D%3DsAZJ71jHE0n0PKq4uGpA%2BoZ8u%2FTL4zEvW5bNmExJWMfzrmbZKMw7CgD%2FASNNyGHGfXHfnL3uFL9gKNZMiMgrNCu2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEA%2BB4t1kxE5mp83M1csJdWar%2Fgzjs3ZMj68ozxrVNKBpie7Oz%2FlOz%2BN2Dimowiv1fgM9u416N630yG6nxt8upC8iw4mhiEHTOYeSAzj%2Bcat2jF42HTC%2BJYOqCS%2BaHQxT6p5%2FV3PgXAvIuUseM1FTYeTbp%2BrHBuiRlptSwxzSHgy%2BFTgNay7Wn%2BCSxShcJnEr1CVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb%2BSSvRtykgjxAj4fVWdtOdSv9OAQbFvoz00Z8EOdVfO2YugVX5GpNcxrcRwfKsn6zu7FZgc%2FHWjALwFnIMYHFncpkcL%2BHMqGabcnhBcoCr0mv%2BMgFW6me%2Bp2TxXGQksikzMQc4SoN3nwBZORet%2FJaO0HvyQZq14DoUYFvALbJ19rKsxYySUjwR%2FsoNy19%2BuhV4LCzvWk1MgDqsAM50Up6YHBqrCNkScgyPwRhdCAvg%2Bplzhb3upG4e7ru%2BbHX5sn03TFzrzSOUP1VoMuYWRGOd9LMubpWBC3yEBQAR9IJRXcprV7Ppq91rM8ATaKlOE8o%2BaJhQS7bAkZYg3QRb%2Fp7mwgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=34648003476&catId=50002214
211,꿀고구마 3kg/5kg 특상크기,"11,360원","2,806",https://cr.shopping.naver.com/adcr.nhn?x=g0OziukibdBHVX%2FIre6Gnf%2F%2F%2Fw%3D%3DsvuPJE%2BRB9znTT%2FZIVIBefq6t%2BCzNitTIrSr7glP5lGRVcWKdXUnFrQ%2B8ykSAd8keIo2nbbFg1yOixgYutHCgAiBZVvSxIbu8VNQCnsKLPk5tlonlCPevFKKN%2Fjb%2Fwa7tgxM8yC2GzE3I5V3uJAOI%2B0gyQmyIV0ghdBHMkm2lyeIq3vS%2BphZ2RUmgaeMcCOPyt%2FpXtCbHqtGkzQTjlo2PlEbNYagzb2VTVRh98e2EeQd8FvP8l0%2BHLSjEClI3J1jcfbWmR0JS%2FcM92dhGlzmCwsv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYG8DQ4vjc%2FGE7gqFkiBMcKrArwJXBU9JLjUEn6KqhGOHx77GNZQIsClczublvmVfpWtoNMOptOEr8isOgL8AReYwefsEME1qpc2agpsB5My%2BikxW6KrefBaSssz6GW8SvJ0CTwwnWYMyzoK2WGKSmHP915aTF%2FzG%2FV4TD5LhL00voWUBdU7FAgy00RjVjINLd9ox4kEbGqz7zuh9atPFRayzLm6VgQt8hAUAEfSCUV3KOcFSyfvPhWJMHaLwPe8NTAcmqnIbv2bHvustaRyQySw4SwcLvxUEucVmH%2BcOht40%3D&nvMid=33817689133&catId=50002214
212,조은해남 조은해남 달콤한 꿀고구마 특상5kg,"14,940원","2,780",https://cr.shopping.naver.com/adcr.nhn?x=h9q1L5tTOfc8mM07U0PGJf%2F%2F%2Fw%3D%3DspoZSE4b3PWp0SXu2dJvIIILEzhiDW12iABFHqgy6l7frmbZKMw7CgD%2FASNNyGHGfvQ1ooP1LLP3ozcVOC6ji4e2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAw8Q3p5H58ILlg%2BifVjigfaTpxbfoHADdec3ikk1uWQJ0tcNCFPkWS7FzyCZSjkIJE%2FKiGZHVCOy%2BxVGjyxjCTLp58bXuNRI5kzWqvyN4jk4yoUZqtECfawESP%2BF2hrT4pOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXSG%2BiXrDRZy1olayIOfJRbRhqQvwmR%2FqlT0jQuNbOPrwjA6%2FRrggccRmQ5WCbrZUbf0gGFeUqYVXGSeN4kKhdjUCwCYGpk8LaeWPo4A4dHXt5%2BGLJJ9ZEgyvLl5DWDJSuixK%2FdUnz2P1%2BV4BIBeuTjVSUhTjFTkiwW0ghm73hFqEbgdRH42Hys535E%2BTF2osE8FZHnj1GCg0DXvPcc4Mml2UDwfVdccFbBrVKNtY8C7gSgE8QTOydaCEake227snQCfx%2FblC65%2Bm9ZeON%2B5IEYSsgv4WvRz3FuAAlLt28DtcWhopkeKUdu5q4dSKA0zkoA%3D&nvMid=33682401849&catId=50002214
213,22년 첫수확 해남 첫사랑 꿀고구마 3kg 5kg 한입 중상 특상 왕특,"7,500원","2,770",https://cr.shopping.naver.com/adcr.nhn?x=1hNHEeApNt3KkN7%2BDB4VU%2F%2F%2F%2Fw%3D%3DsHAGkbgaHrI9rOKCcW3SJ0K6XFW8IsrOTsYjBUWsp8r1VcWKdXUnFrQ%2B8ykSAd8kel6kED6U8zPS7TxBf6dNIByBZVvSxIbu8VNQCnsKLPk5tlonlCPevFKKN%2Fjb%2Fwa7twIzzfGKEHMXGrFtborjJJ2FEV98CfAwi%2FgpsOD1fQ6CLZg%2B836fvR7S%2FYhR6nHLLCJ9xaGi84X7me89rOEk3nwpjLVtglNXdnTeSZ%2BF00OO54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyK45%2FGq%2BqKP%2BzQ2ybNWpyakb49Vi1zasIlwXw2gP6yU83R8KWOLqILHoWo98nK5g9i%2F6Uji8YZCN4ACiB73AvdDIC2GxDOSGw1GPT7Pkx72RlmOjMf9zq0C0DGygBthEIex0%2FLHRO5orQceOX4HqZHghTGScO0s0ZELfz3w9vkiGej3wP%2BUIl54tqQgYxJQDjVnjc0lp54tP6AnopOe1yEuWJkNQbZMxDw3tyvpo%2BK2W%2BP7Ej%2Bip32XVpKvhPj9LxWtY0vFGtYcImi51jMcKK8aT5NP36DqMAyaGn%2Fzg%2BmWsL6xGBJw3iKbSAnRdqjATpxlofSlelcUx%2BEbXIDXlKkXNjqh%2FZemCCOboDhnweAmG&nvMid=12098343009&catId=50002214
214,지은농원 베니지민 무농약 세척 고구마 당진 베니하루카 호박 밤 꿀고구마,"7,800원","2,768",https://cr.shopping.naver.com/adcr.nhn?x=XUI%2FQ4wxu325y6%2BBq6xXDP%2F%2F%2Fw%3D%3Dsxw2qLMwxkMLn3Y2TdJCR1BOUcKBoVoT42mh%2BHaYbIOvrmbZKMw7CgD%2FASNNyGHGf8Y4feOptiV%2BeJZ43CDY5s%2B2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAyyPdSOoFBLYsm43rWgUzpMVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0N95Pnwsb7gVYqZRrGxXNWUdCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqjDnfjfZDe4ksyr8DyG%2FHUIF4NB4mwWjbkh%2BvxWCRbGdn4nFTSmHzBKpJIWWJ5tsWO3IMAPNfq9as0cBdxlf%2FqFuCX7qfKw3uLKVJPL7EEChrZju84rldgagH9mrkH3BwapitPvRapUsqABPPvYptIWzKjRcRjqkTGQmgrvlQP68ISmCtf9jv%2BjnAFHbzjfnEXn0IyzT%2FzTNeh%2BpvWJiKiCKW41plnrvbS8g3fziOT5LvuQIroT%2Fb%2BYA5lZe6cPZo65eMnhSU%2FILhgOIJvNaWRmgNKHWobVUZNZR9jrfWIB6CG2NhqK1sshQos%2FPXkMVpWA8D3kMfJftQKMW9sqjGaEw%2FI%2FEWZBxQS2KL0fldHydmHogLNhK8PoYMggFgC5fKgau4fTwOUqyF63FjwpQRls%3D&nvMid=82846597334&catId=50002214
215,[신선연구소] 22년 첫수확 해남 꿀고구마 3kg (중상/80-120g),"9,410원","2,748",https://cr.shopping.naver.com/adcr.nhn?x=kVw87fSSYefFerb%2Fe66g2v%2F%2F%2Fw%3D%3DsDeCJ4gpdJ2mEA6mR3dCow%2BdxxhqCx6Tz4%2Fm94qtDUpXrmbZKMw7CgD%2FASNNyGHGfTCajphGPViHG01diQgwh7%2B2aAHi1QIcPY%2FjtFnTVFMgUZt%2BqXavjP7lo0bifudEAbhzENaQgdKjR10ReaKm%2F3oXN2H%2BHZ%2FiNajPoIAJC9%2B%2BnsJvQGnaT3yamDPEH5obEtJlAlJpWT5GT7X4YY%2Bug1zkKaVym1NTDElmWg1MO%2Fr4w6zm544GbcN3SeaVa0gYNjeN6JsWK%2B%2BlUqfmdBzxdTlEJ0cTiQjSrB7Yphjr83U%2BJn6zY7WSLClfZn7dg%2BsLf5fQ4mXoux6GUkHDFHYDcDNCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqv%2Ff7OUFGvqp1DTAr81Zj4pbSp2Jeeh6Y9OfRJMs3hOPi6BVfkak1zGtxHB8qyfrOwJWPhZbcjrUB8iwA1dKVtxz74RP0uoJcGptfvjDC6L%2BOi5NhHdzl%2FGP4x0sy2Qr8iB9lJ19zOxplYnvaGMTZRLCm%2BO7xbf%2FAKIWHhH85RRcSyAtF7AVNyG2qKfseaKq6W%2BgONxPgZNT8vl2vT7UalmKbkVm61mTeQq74KZG%2FRdv8uyLC104FcF8tc5jUHTdICgE8QTOydaCEake227snQBz6JZk0XMeAvCxCSnFtYNWIaCQ6ANbIS1G9jChXEnsP2hopkeKUdu5q4dSKA0zkoA%3D&nvMid=23639665476&catId=50002214
