,name,price,review_cnt,link
93,진품인증 받은 해남고구마 1박스 꿀고구마 10kg 한입(60g 이하),"16,910원","6,466",https://cr.shopping.naver.com/adcr.nhn?x=ia%2BshZ%2FesQvhlb925wBO%2Bf%2F%2F%2Fw%3D%3Ds1Cb0bTKVkCoOGQZvK9nYHjRqLOQN9FD%2F1ck8%2B0MWr8FVcWKdXUnFrQ%2B8ykSAd8keSQJHDZ6U3bCR9lNCjSqc57Gf8osBryyHEkatq3bWkUO7OLyUkQqWeEJhbyjY6QN%2BNhzfiMipHpgdIGou06zMazMykBI%2Fzq%2B6BKlA%2BLtsshKvWNb7mFsitkT8U8q49Aj3GFh%2BABwhJTp4WwC1fH4Pj1gmXjQz44Is%2BxL47Nb9pXkUljmGmhkQ6wjqWWEIKuZ3nuvrvbVwbmPmOnwIqN7TcRVh0WXcVaCNHqas%2BL9QCYwvZl1SeBcHZZRCYqMoGZp6nAlQj3BH%2Be7ZMwKR7DHAIt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh40AOkP8dcXbpO%2Bv37kZefZJ5xn8YF3IR4FjXjmtMJigAKtaIH6mptnUib55BeYssMIJtgY3tFHQ5f0LOBl9yb%2Bm25r%2BdCfVAlV5FlW3sAm38vGVnNX2r5%2Frg%2FjKher4AdV3CjQ%2FZ3K0KBko%2Fc5lMSyrtP%2BYOjxNQDyg8d9Um%2By%2FCS6RAnGfYN7wropw47ZK0N9hJUc1VAk0pGqgiEOAmHkOvjS0%2BgMwEi%2FruOSqTO7AsAnaFt6zZCPg33AJss4y6kMyZmPpkc54nP0XoTQmZWMi6CIOHlLyf7tFzQx427OB2vv6RqPV2t0wZa%2BCIdw%2FYquBjYgzMd0A%2Bcsp49daI0XuR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=35526590772&catId=50002214
94,돌쇠네농산물 달콤한 황금 꿀고구마,"11,900원","6,374",https://cr.shopping.naver.com/adcr.nhn?x=zdwj1OAt8Xqqkns8gLmh5%2F%2F%2F%2Fw%3D%3DsCLmr0xFsyoubDAla6C5iIjuxzd11MWmezZX1s%2FB74qhVcWKdXUnFrQ%2B8ykSAd8ke%2Fcdnc5p4BORcXpUUk8ca8rGf8osBryyHEkatq3bWkUO7OLyUkQqWeEJhbyjY6QN%2BSDRozPvVqpYrfg%2FFxdw%2BeYHOjIZ9IPiMxFI05e06bK3pdDwsMqPZv5nXY%2F9DZOJbJXwy4AQ%2B95qL6eTlDMQazTKhRmq0QJ9rARI%2F4XaGtPik6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdA7baJhU%2FeDw2e%2FZgTB7uXIy7aVzxfRN2TNM%2Bp2PwLyb7OGBQiU%2BP0JlwLpZOnVWeYpRLJ%2B7XWEE2pvzg%2F2F4xRk4rTlKue8zuIjp%2BYyWnZl64TDKDGyGCBUZcEq6k3UFEa07ti7qxC7NeWPmgUNiGZBKGb%2BXP%2BUOIjZwAg1vTNFuJCU52rutaC6PTfT0rLe87PSynTGXYuPnMTJfNJNf5drWNLxRrWHCJoudYzHCivGRBFKqmmz0mGrsJsLDi3eWMxRC1ZhncBtWWqQqWqUM9%2FXVKRe8%2FEIUv07%2BhtwRORUDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=35328543385&catId=50002214
95,여주 형제농원 햇밤고구마 산지직송 옛날 원조 딱밤 품종 퍽퍽한 오리지널 100% 밤고구마,"17,000원","6,335",https://cr.shopping.naver.com/adcr.nhn?x=zAT284%2FwdUn0DP3I%2F03Tlf%2F%2F%2Fw%3D%3DsENOeuF3PuurMX3q6HDlTeznrvItdWHfx1rmkYYPqgoPrmbZKMw7CgD%2FASNNyGHGfN279ByLBvnuxfjP9gT6GpoN%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZcJx4oBuvNj6I%2FTIEKWx9y58VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NNJOyJXE0Aq5Q78P0aDKBgFOA1rLtaf4JLFKFwmcSvUJVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv5AfUJ8xNG2ojFZsY8%2BOWeJ5VbgCC4tXC8xcf0Tqr6wM8e%2BxjWUCLApXM7m5b5lX6ZhWjOdNDIGXFgDf5aiXMQKMHn7BDBNaqXNmoKbAeTMvfe1T%2B5NfHTFN79Ghjmh%2BdF1fMCEWWA2E38UtNAxYvBka%2Ba23MVfLDfy4Xb%2Fv3%2BNSVtD6MnaaFHV4a21HP9OUkxKc7RMpVvp9Npq%2BYm4yM3GREawl4sSOz6%2FR9zY3IosXR1SxlXMOABUP4omCww%2Brjr7kCK6E%2F2%2FmAOZWXunD2aOYFRpg%2B%2BxBJMjhXQddQNax2IkpiZwhli1C4doLGGgdJaMJi1ZEbEFx9wymJqBSudWYwhT7u3Pcrh4hBM0XUNjowVFOlxiItEpYslfSZwV5ltdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=11937241333&catId=50002214
96,고구마 햇 꿀 밤고구마 베니하루카 3kg 5kg,"11,700원","6,315",https://cr.shopping.naver.com/adcr.nhn?x=H6N1E%2BBwOu%2BPt1%2BXcvK0Zf%2F%2F%2Fw%3D%3DsFYnmVPjT6ClQDiopFHjb%2BrXWMux7FRj5OHXEM9S65SfrmbZKMw7CgD%2FASNNyGHGfh%2BCuiOhHZplPEUu8EsfS%2B4N%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZcJx4oBuvNj6I%2FTIEKWx9y58VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NgnoUcDh5ZTVwNABC1xPFitCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqsDGYZyvypxVQlqF2%2FsnvzdrRTIz%2FCKJxzKbRJ%2FYBhRpJjoIw4cB9IIbrIIjBmPNcj9E8nEiiV7WW41w1NewxUXN81WjUpxJVJrN5mDsz4Bp6DZX2eJWK6Oy3g64Eduej5MKl9STJsGsCUM0s75q9WRc3cdhDGBcyuj0odmeL9Nr98rxKQWXHWUI1cxf9rI%2FhH7sRAdi8l6bnWX4agOyKrkrY39ZsmY6FXFqH9DPREzCTIETHLNys2o0jgmxqRUJqPu9Ym6LhcHb3goJcQQRJYgCHVrunZnXbCMD8t83143Hao2P%2FOyBYy%2BeGHiDUmd0nB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=82234372397&catId=50002214
97,[감동 고구마] 세척 꿀 고구마 3kg 특상크기,"12,000원","6,107",https://cr.shopping.naver.com/adcr.nhn?x=rYxx0Jpk%2FNU4xIWECBsOif%2F%2F%2Fw%3D%3DsC%2FOLUzZEMt4rQK%2BJwGnHhrYXBunij0hxrggp1f%2Bd5nfrmbZKMw7CgD%2FASNNyGHGfkrYaTBj%2BssO4yJBblUvHiYN%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZc4JWJAxvsuzxt32zHY0Th5cfWjjRM4UZwU9S%2Behx3g0wbRPTtWuPaCQKcuTsEC2M8Xqz9sdaDvWVyR7EWmvFxJPPig43NVyU%2FK3me%2FP3KxrKvMvP37ecMA3a7Yx9%2FAiRW3wB1CHx9cEuDHC5UT25ib6olUyOCRtDxCMwdowQyrNGThziBclrthYWGfX4wMRrhaTo0RI5EDXFOatkLk5IHmeRoy4ThFBXffDeikc5oXT8QhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNlRhzqYMlnmRjdo8szXpzldPlVb8wZIGSnQEofEcVicH3yOD8%2FkzvtSTAX7YqFgVUnb7klaYHJX1L5MwTz69r5%2FkDtPPEGPCRyvOqMMEpbCFdhcCBHiwRrYruhNs9MpNsqRla1VVdMMCdRASHENCmAFvQhImoPG8LKEaphj1YPiQGUZaYNc5Z%2FUxPCvUihJ7BwFv5jLmittaH99Pb3%2BS%2Fk2jrgWQ%2F0JBsjHud4pzo5y15vimSkEtMNx0HpGV4MrILxZvASaw63y7dcjqK0YwX0RiE4%2FIP1SS8N3v8Xfe1ZiPgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=14999675499&catId=50002214
98,[감동 고구마] 세척 꿀고구마 10kg 특상,"37,110원","6,107",https://cr.shopping.naver.com/adcr.nhn?x=vKN2KokFSvQtgGit8xr%2Br%2F%2F%2F%2Fw%3D%3DsZGKbrxGc1ASAfJcCnGMg3nfMkzsRk%2Fk6hV8M3lgFMODrmbZKMw7CgD%2FASNNyGHGfbUxkTe4gK%2FdeixBNXTIX74N%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZc4JWJAxvsuzxt32zHY0Th5cfWjjRM4UZwU9S%2Behx3g0wbRPTtWuPaCQKcuTsEC2M8Xqz9sdaDvWVyR7EWmvFxJPPig43NVyU%2FK3me%2FP3KxrL5gWOpa4BOgQXECrGcrbPU3wB1CHx9cEuDHC5UT25ib6olUyOCRtDxCMwdowQyrNHV2x6ktQh9nUJX1il0DnfvjnA4QPweQKZ03RAFiVHYVzKhRmq0QJ9rARI%2F4XaGtPik6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdERwjiXrCQCpT2S5d0rrZTxK1r7BATKZ4XvIfzECl17Ci6BVfkak1zGtxHB8qyfrO6SoQt0pUOsI9TWvesZU1OKLIoGxQNIzy4OwQ%2Bf9M30gg0r07wQaCUpZsmUxC9OkZ%2FIAXrJ%2BQVRayPuOkJG3Le1gck4n0l8wLXGQRk8bsQccliZDUG2TMQ8N7cr6aPitlsqB5eZTLOwWUSxNFyMfcO1rWNLxRrWHCJoudYzHCivGt6c1PVteCzkJjBSi67FZiOezVxRBblFkuDE78GHsTv06HJZQgjI8VSlbO1R88zJ2DVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=15045769688&catId=50002214
99,청년마켓 달콤한 밤고구마 꿀고구마 세척고구마 베니하루카 호박고구마,"7,500원","6,081",https://cr.shopping.naver.com/adcr.nhn?x=oCr6MXaH2ylzW23H1m5kMf%2F%2F%2Fw%3D%3DsMIMjtBg8e82L8tXQjg633rHCswon7dhs%2FRamZP5Yf2FVcWKdXUnFrQ%2B8ykSAd8kegn3IK%2FP%2Fz9qdUsi%2FVmwMdbGf8osBryyHEkatq3bWkUO7OLyUkQqWeEJhbyjY6QN%2BotX4LwhVN7NIPFL0xI6BpmFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbOUJwQe3HazBQkN8XMszLRk3PL5Eyd9e3lhcms%2BrSSImAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FdeoqIgDLQk%2Ft56xFxEXUQtJMMohtpU4lbmmLi21GAx7It0GDtNHhtP8RXIEn1P8sUW%2B%2FC74WovthCgvcaJWhc6DRy9hsHl8w%2Bdttl5X1GPWfCimzjyS4Esy577racSBTpwm7IGYqLrCLpZyvJ3mt0FPnEnnU4zqHgmunp4mRACPXfmqkIpdlAvo%2F76k5ZIx%2FwIDQYf%2B%2F8aYb8hcbtqmxHb5gL1Z9ZzNZZKHSh1Oq8e%2FliZDUG2TMQ8N7cr6aPitltIAOvW%2F2Up4lAFO84Uk5rgphM4Xkqwer6KAYBzWkB5n%2FsFiesY%2FB4rSn9vWB3qtQc4fWR9YvXrO41VCcnTC6i9Dq8sQefVfs5hXL0s6Xkf4xyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82589292013&catId=50002214
100,해남 호박 꿀 밤 고구마 베니하루카 한입 3kg 5kg 10kg,"6,900원","6,075",https://cr.shopping.naver.com/adcr.nhn?x=kj4%2Fw01hHpTB9TVIB5PfcP%2F%2F%2Fw%3D%3Ds7Q3bgsZ%2BrCt0GwHKKx22X0Lcu2wYHvrQ6ZZuBThpOABVcWKdXUnFrQ%2B8ykSAd8ke1bLtzKDscq7p%2BdTacdSp2bGf8osBryyHEkatq3bWkUO7OLyUkQqWeEJhbyjY6QN%2BotX4LwhVN7NIPFL0xI6BpmFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbKjm5SBRhX5OM%2FIy0SATHsU3PL5Eyd9e3lhcms%2BrSSImAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FQ9xSSuoYLegVGFvNw0xYRuixBmvk1SmTs66A%2BuCWLURmSCJVA5iDw%2Fewge6rONGG71JpZ%2FVETiFlMefKoRIvy12Mu61t4DaYNzFeBsrv6k7RpdokB3xBJaZv%2B7TXJVtJevK3sSss5DMz9msEaeTWcUCA0GH%2Fv%2FGmG%2FIXG7apsR2v68AQO90mvFPrwASU3jdEYQ0F7rOR8jykxuKNn%2BHyz6OddKtEw1JQ0nDhw%2BePomgWITFkRTE5nzE9e4nQnvklAvZ5wx%2BgHrlMKn7f%2B7lTUZKFLEmdti4F%2FUQGkeCa6Tg1Kc2Grqh1Cy917ppWfJ17AN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=82924998386&catId=50002214
101,진품인증 받은 해남고구마 1박스 꿀고구마 10kg 대(300g 이상),"21,790원","6,011",https://cr.shopping.naver.com/adcr.nhn?x=WzR36YWSDXIwt49PFLl6V%2F%2F%2F%2Fw%3D%3Dsg2tcLQQv6R5qS2x6ujbRBGjKFeEuV40EiYgjlCYuNObrmbZKMw7CgD%2FASNNyGHGfeiYmkSMFlXwbH4aEp7crmIN%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZcEb4kMpRayBvbNJQtfWKK%2Fm6IdemuhMaRXNFs4t7grWz%2BdsI0oBV0GFufH9Q6MaoxLMMPu4KBeXfdJUEqsuNgox4ro%2FLOWorYTIatR8%2FXJP3sufD4Ppj17Y3WJ9GefwtO5jlpGb309skugZLbntpsq%2B5WOpTOJVEUZfSFtx63zCFQl3h%2Fo8hdeMmkEte7gDs8HizLsI4MK6ywUGOOJSct1PziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUZZrWDrsSla9hgBJU9b6ZiKACeniinXKro67n8A2u8cR%2FlLnJwMa7Bt8R2%2FUDqQrClEV0ET%2FMfKrG8M6YBeYuclq36l3PmJnJce6Mb7UKqNpI0BtGGazdm7vsF6fD7HwTK4bKXKgmJu7hKQtdYwndkdPDa62BASwB3%2FWEOk1RrMJIswArnFJk8Sgd%2BICX4WkEyrnAzalLHnQRFfDsy%2Fw4mjPXQWd8yxSuNZjxz4%2BLKyXJzRed5wNawn58ZGVruAEQCmrXYEw5lO%2Bct%2FD86JjXxmU3N0kWCShHUw4vdlvoRYW3BR6u9asIneG4V3BsnQTWB%2BYgf49t76dVW43H%2BSEqT1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=34880418927&catId=50002214
102,홍팜 밤고구마 꿀고구마 베니하루카 퍽퍽한 꿀밤 햇고구마,"8,900원","5,940",https://cr.shopping.naver.com/adcr.nhn?x=vFDALg1jDIe6wysJfJvFgv%2F%2F%2Fw%3D%3Ds6QtdVx1823Vx2EwQ9TwAJXkyJVTq5DeYR3NUzFHzl17rmbZKMw7CgD%2FASNNyGHGfFOS%2FPsxIGXeRWLB0yK24coN%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZcJx4oBuvNj6I%2FTIEKWx9y58VIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NpI94ac%2FHD0QP3HwT4fO6sdCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqv2Ye3g36Swwka3TIPra4iv8dQ98I59A0os90ulHRcVqJjoIw4cB9IIbrIIjBmPNcuFJ8iT3ix7GIHHtNLIP4S7N81WjUpxJVJrN5mDsz4BpwuLHIDUwxc7LCJRj49mZNjFV6XxfBiui91OdlwI03jw7TUrP3OodewGDwgUuopE7cVdEfsWiG38XWi3ZDQm2ynSSo%2B6qhM8MuF7BbvoItg3dInrm2gUan9cM6Kya%2F%2BSxEOwcBgiaqI3QwInvqU%2BXVNOf4i9zFrBXE2548%2F2S1612r3Vg3DG%2BMwUZISQ%2BIeOqVeq%2B4Qgl641sYd%2BnBYY4vmwDQevPXH%2B4Bqqw6v%2Bq%2ByvHICEQpPL7Rm%2B2fyhjEhHR&nvMid=13424516180&catId=50002214
103,[자연맛남] 22년 첫수확 해남 첫사랑 꿀고구마 5kg (특상/100g-300g),"15,500원","5,898",https://cr.shopping.naver.com/adcr.nhn?x=cseiUVHSwdaA14ILodKtcP%2F%2F%2Fw%3D%3DscJ6858fzXxFX1wDvbMcrSEFfvecs7UR1oW%2BCl8JBj5DrmbZKMw7CgD%2FASNNyGHGfp6CUgi2zJyKyUyH8UYE8XIN%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZc4JWJAxvsuzxt32zHY0Th5e8S7dgOWM%2FPL5IYkyhlrlolXrokdFXauWzD%2BHdiEc9FQe%2Bps%2Bavr7V9z7ubLWUeNZxk6BcJB1QHk7RzvKFw%2FUSHNp3%2FjwHhWpCPk3P3DXvubBhNuMSg9sEZVgEO1TjmrTRxdZ7LGTcyk0KCF1ttr8zQmZzrDfj6b5PmAYzT34ECw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6oD4HKRnX7Wkju57U5QU0o90ToSf5muSKwJwfkguxux9CY6CMOHAfSCG6yCIwZjzXKOCsrCU8U9wIsSDJh8ez7QzfNVo1KcSVSazeZg7M%2BAaaHcacxLqfAwjeN8NCoCU2lpjd3luVxtEgxGWGK3MeTqoYotha97QzzgwTY7G9vFdzXPl8tic%2F8dJMHUI0bgz3isbOjRMeNYE4r%2FyHwFA71dg%2FBvdgpVSP4UgUTVpqDn8bdbTXYn0n43sDFdIqbV5CJwJ6JYR9oWeWXlTXLkxCa%2F8BMUVhPB1t%2FoXifap4vlkmeMFobBfquWfOv0CWw01b%2BhrpwYw1eCpgsgBAkEkQrXy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=28035339977&catId=50002214
104,2022년 새순 해남 첫사랑 꿀고구마 3kg (중상),"10,930원","5,861",https://cr.shopping.naver.com/adcr.nhn?x=FFX3dyOkM6aIKqYqt5mzMP%2F%2F%2Fw%3D%3DsbRxRsAlFn7r7yUZY5e7VdGhNO5JjLzwOAc6sus8wD5KL00Wmf%2Bc%2FkOFzXHXxNt3OFCbh4%2BL1gKoCNPIyOXiSNJlBsDEgc5L%2FLukLfdwLCCRUTiqTM9e%2BhQ4RqRN27HTYo03AaEouM3vThJ1D7BWgNFK7icTZPG8%2BLpIo9yE3yFRRDOAoJhtfimrmY7UMC3Kc6t7vR3R2%2F26RcmlZuhYLuIfPpZs0E%2Brq9d50c63sdEM0Kewxzpw6XnaBOBXHnxq2MU2Bl3iiUfrZuV8dhh06NmwgL14Wje8cu88DXfAmwWw30d5E8w8YzqEaofh63Gyet2NCm3c9xwny0mh%2FqRSbaJdspwlQK6K894hEccU8rrpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKVkofAI6cyWOkLVN2U5OCkdFWBPfwBfzNcigksq69CzDmSCJVA5iDw%2Fewge6rONGG%2ByeGKDoKz7YZ924LFod3m5hAKuBxEhPkTmbyumHHysa2gOo7jy%2FDkNu%2BHPHWZQHVwzd8wW%2FXRcjqgL8hENL0jm7q4d6fSEIZYeC9zJ0oniGwk%2Fv%2FmPxsDgA6btuhxsQCyU1MDrz%2F5AqvTaFQ%2Fisy60dZB5RcvTdEwV9AYdc%2BPc6fAl5dudTqZlos35c9ihFnEhvvb%2BltCeKTf%2FamT7QhUbxvT3ZzD0FzwT0uRY7wbch5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=33886127323&catId=50002214
105,22년 햇고구마 해남 꿀밤 베니하루카 꿀고구마 밤고구마 3kg 5kg 10kg,"19,900원","5,794",https://cr.shopping.naver.com/adcr.nhn?x=WcUXa%2Be8us9qe3F2wrJ7G%2F%2F%2F%2Fw%3D%3Dsv4yI%2BxfcK4sciJgAR3Seky2ynmawaDhN8ftt5ovHUyiFIIrWPZ%2Fkx9WnOlT%2BPnWHEDNeLhFUN5XuQ%2BlK3zU1yrjQmG%2BS3nVn2pwgPXruyrm6MCMIGwPI8eiXU01mpEm1%2FsZvmkOJ0OhQq4JBNPnCPua0O2TX7GIDZW3de8vjU8zcpEGASQj2dP7V6W0G%2Fs1ysVS2Ctbtmy0fkRQVySNFaGKFBRk6xN22SElkAFgKVWk%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSejkmr3qsHoOM0RcalJvvYKM3EEBF9Sz89rBf3mOenYSxi6BVfkak1zGtxHB8qyfrO8BfaW83btygd3mX5GbsnkjOlmP85Y3QFS0gjfVeW8mAxaNEXCi0Jg55AamE48R6rHakFVDiKcwKu1ZMxHn7zqtBVVZJCZOy6lQg4cxkZrrOsAFAXpWT2XI3b1PbRXMD48aVQfBWOkTfpGifKHiu2KWENBe6zkfI8pMbijZ%2Fh8s%2BdeKHcfNqQqaJ4DGIYEk9K1iExZEUxOZ8xPXuJ0J75JSWCh6Gi7n%2FNq3eFR9UsAdbJeu1yj5yNA0TztdnPHd6Kkyf0MeRA3rfvWTmg7stdUQDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=9500879063&catId=50002214
106,[신선연구소] 2022수확 해남 꿀 밤고구마 3kg 특상급(120-300g),"10,360원","5,616",https://cr.shopping.naver.com/adcr.nhn?x=0LDAlbZw1t3ml0t2LY4qRv%2F%2F%2Fw%3D%3Ds1PFDNe9fajyxHbQe2Je4v8aRg8nkonp3QcP7DDq%2F0jrrmbZKMw7CgD%2FASNNyGHGf7UMeiPIideYyqCumwmOQY4N%2Bk%2BoXw0d%2FMyhOlYYxcVNncGqBLd0wbLl0KKKcxdZcqPUQLCVgiWtN0C9Hg7YJM4XN2H%2BHZ%2FiNajPoIAJC9%2B%2BnsJvQGnaT3yamDPEH5obE1zXk2ZcqJee6ir%2FSlNI%2B9F3Xm3K9g7%2FwEgmGhN8bVRl7NXIHiYHIsmvRzVWVIOr%2FjeN6JsWK%2B%2BlUqfmdBzxdTlEJ0cTiQjSrB7Yphjr83U%2BJn6zY7WSLClfZn7dg%2BsLf5fQ4mXoux6GUkHDFHYDcDNCZnOsN%2BPpvk%2BYBjNPfgQLDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqq633s55vmK0lBP2EBbfBZdbSp2Jeeh6Y9OfRJMs3hOPi6BVfkak1zGtxHB8qyfrO15Pygsea5mxvGOCdkynQSZz74RP0uoJcGptfvjDC6L%2Bf05TXMt%2FsrT7ks9vPSs%2BQeYkQUHZmVuEUKuI6ifMAt0lD9%2BQTRkaj%2Bi6V6%2BSzdTASEoVFY9ph8WmBF%2BE6G7a%2FM4Sh%2FUzJ870mPf%2B7Ea58v1lvhaD43pSu9mWoIaOAgd7RlXfe6rsVrqxueARGyFtW3wJeXbnU6mZaLN%2BXPYoRZzeFjy8DzGcPilHqcdYAX%2F8rkeIznpJbAVNML3A853UAeR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=25218454020&catId=50002214
107,[자연품애 고구마] 22년 햇 꿀밤고구마 10kg 한입 (개당 60g이하),"20,930원","5,543",https://cr.shopping.naver.com/adcr.nhn?x=dpK4S%2FAs6njRwwNV%2BL7bcP%2F%2F%2Fw%3D%3DsPfq%2Fy21E%2BRhn9v0o8QZCcUqGftZjTXNtEbrwIDhE0jhVcWKdXUnFrQ%2B8ykSAd8keCYZFFUj1G67pX6nGV6qWp7Gf8osBryyHEkatq3bWkUO7OLyUkQqWeEJhbyjY6QN%2BSDRozPvVqpYrfg%2FFxdw%2BeWPt8PULni0ezzrAInyGsarAkQJ%2F4vVmtFI9%2Bd%2BhT55E7B3Ff3MtiMOuImwuS4RaJOd9Kec8R%2FQzyNKPgIwANGkDgvhT9G1iTUZKzicYjRyU%2BjRhZm2DTrbZhHjXnDHNoPPyWCpef8RqwxrcLo1OgCrWeLBhnGk3eehrvdHK4kUGlOXSJVZQjd%2Fhf%2FiY4HPfgORoy4ThFBXffDeikc5oXT8QhkkHXK4%2FmSRy5icYE%2F27aYGFpjsN%2BA%2BKW1eq6v12gn29eDGSbx5cHc%2F%2BMBOssWGGpC%2FCZH%2BqVPSNC41s4%2BvC3R6V81sbsgV4bf7srxDafpZrQ%2FNuRLzQJl%2Fp%2FCFfD0aqn4AJwYj3753D%2FsRQiMUrztAhnBGlVvWqkHqBZj91u9%2F2XyE%2BgrBIbqD%2FBB7ug5JvVpeVnLjbo3NyO3md3CobpHCZEQfNqrX884C%2FAPL9lKCZ09Juv4N%2BH3868M4OAnp%2Bzwi6J1Bgrki9%2BwOeJtJMCFLQknQ0eeM%2Boz3AUvARJGU3N0kWCShHUw4vdlvoRYVT9m1hhtL5FQORxekkuUgAqiHAmLvs69OzrWRxFPqVHlaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=22697147271&catId=50002214
108,10%쿠폰 후기좋은 봉팔형님 꿀고구마 2kg 3kg 5kg 10kg 22년수확 - 달달하고 맛있는 고구마 왔어라,"5,900원","5,514",https://cr.shopping.naver.com/adcr.nhn?x=fFyU86xb%2FeIcWbaNX%2B5Zef%2F%2F%2Fw%3D%3Ds8I1RU0yCo2T8lNXmHkShMRvBhZ%2FpFiPqUt2cFBkRmCuL00Wmf%2Bc%2FkOFzXHXxNt3OQ7zB7BHylM8jNB2dc1AwwplBsDEgc5L%2FLukLfdwLCCRUTiqTM9e%2BhQ4RqRN27HTYo03AaEouM3vThJ1D7BWgNECZcyd%2Ftv%2BQxlxlt339HC8awHVUmsdaPfsxoqdGSsAcCkqFGJuNC1QjKIbKQBkg7zasbTS5xO2zr4Kwz%2FzvSpdkL1N4C3tRAPlA9B9BM%2BNVa%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7tA59BX7%2FXh2hm4I%2BfB6TxK4KAdXMX7xhUq%2Fn%2FR%2FMDLRYugVX5GpNcxrcRwfKsn6ztuNDcOI5j85y4g56OmTW7JMAtGalV2a3fW4zw1DuAZNKiWzPMmjfMQGQYtdfTew25gQ5XNAnTX51TC2f%2FeShgKAWuR%2FbC1gxTi%2Fm6oH0x9B%2FqgPYu8rcGm%2BPLwnIZ3xnTsJvCr3PWVpyn7C%2FiZG3siF9f48sfAtUzfucIu4hSeiHMhv2Ux93A1D2modKkDewRpfaErJhgwiVChuapWYjjXccpdQHbHdCUCq1QOPivVK2U3N0kWCShHUw4vdlvoRYV1iLP5a10AERwgZg%2BdHWDJWgtBxgmhcEE8cf3lcMKcLlaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=28318126981&catId=50002214
